vin,stockNumber,condition,certified,availability,year,make,model,trim,exteriorColor,interiorColor,bodyStyle,drivetrain,transmission,engine,mileage,msrp,price,location,firstSeen,lastSeen,daysObserved,source,sourceUrl,imageUrl
KMUMBDTB0VU294321,GM270040,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55335,56134,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-844b1e84ac18013719a6da34b3ac89ce.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0566/149c37976d565e09972d148c5ea2ed12x.jpg?impolicy=resize&w=1024
KMUMADTB3VU297782,GM270052,new,false,in-stock,2027,Genesis,GV70,2.5T,Alta White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,51450,52249,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-5fd0bc70ac184bdbc27043952be057d2.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/95f4d8c52417d0ffe54dfd20d666da71.jpg?impolicy=resize&w=1024
KMUMBDTB4VU294130,GM270054,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55315,56114,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-844b2972ac18347aee8c697df839e258.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0566/149c37976d565e09972d148c5ea2ed12x.jpg?impolicy=resize&w=1024
KMUMDDTB0VU297021,GM270056,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Bering Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64435,65234,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-a255dc71ac182bafa05e7feefd1004a6.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1007/f6cee560f80fdade48fce1cbfbf23fabx.jpg?impolicy=resize&w=1024
KMUMDDTB7VU297078,GM270058,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64365,65164,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-a255d4d8ac18565efbfe56c4599a5467.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0966/52c95c3dc8a273e16569e5918ebc0bebx.jpg?impolicy=resize&w=1024
KMUMDDTB8VU297042,GM270059,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Savile Silver,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64560,65359,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-dafb5d50ac18388e567ff3a8ad3a8238.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0850/354a90f2c75f29d91a1d15a353ab8262x.jpg?impolicy=resize&w=1024
KMUMGDTC2VU297909,GM270069,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74815,75614,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483637ac18003fe20877a21aa93ac1.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMGDTC5VU294325,GM270070,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74600,75399,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-dafb5e98ac18326561807f76bcb6e05f.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMGDTC6VU299615,GM270071,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74815,75614,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e54839bcac18388e567ff3a804514bc0.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMBDTBXVU299364,GM270078,new,false,in-transit,2027,Genesis,GV70,2.5T Select,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55295,56094,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-17105f8fac181fb201976db03bf7c5ab.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/c91a759730195d20bd874a4917de30f6.jpg?impolicy=resize&w=1024
KMUMCDTB4VU298000,GM270079,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff092003ac18003fe20877a23c0e9449.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0689/d93329cdf1b941256ef26a6486f14d43x.jpg?impolicy=resize&w=1024
KMUMCDTB5VU299785,GM270081,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff092eaaac1846fa1e3325117d40851b.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0689/d93329cdf1b941256ef26a6486f14d43x.jpg?impolicy=resize&w=1024
KMUMCDTB7VU299805,GM270082,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0917d8ac18490df75413146a6f02ca.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0398/9deb48ea3b12ea49c05bbbbb85d0a310x.jpg?impolicy=resize&w=1024
KMUMDDTB1VU297495,GM270084,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Bering Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64440,65239,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-a255d6e4ac182bafa05e7fee358adc0d.htm,https://pictures.dealer.com/g/genesisofmanchestergen/1007/f6cee560f80fdade48fce1cbfbf23fabx.jpg?impolicy=resize&w=1024
KMUMBDTB9VU299873,GM270098,new,false,in-stock,2027,Genesis,GV70,2.5T Select,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55295,56094,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7324ac181bbdf7ea8270aea9d6aa.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3daf80c1f7931f8c2bacc42fc3a15ee0.jpg?impolicy=resize&w=1024
KMUMGDTC0VU299870,GM270099,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Bering Blue,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74835,75634,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e54831bfac180512dbb02efa17ad9cf5.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0121/6afc6fdeecab59499021bbc7c3693d04x.jpg?impolicy=resize&w=1024
KMUMCDTB0VU300888,GM270107,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091443ac185c8404187aced97a3d58.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMCDTB0VU300891,GM270108,new,false,in-stock,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091e6dac1807716d188b7f4e59cfce.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMDDTB8VU297607,GM270113,new,false,in-transit,2027,Genesis,GV70,2.5T Sport Prestige,Savile Silver,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64690,65489,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5482cffac185c8404187ace156097a0.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0850/354a90f2c75f29d91a1d15a353ab8262x.jpg?impolicy=resize&w=1024
KMUMDDTBXVU300331,GM270114,new,false,in-transit,2027,Genesis,GV70,2.5T Sport Prestige,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64755,65554,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483508ac180706beba7998a10643c7.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/f72695fb9144aa6c5d40cbfa77e65168.jpg?impolicy=resize&w=1024
KMUMGDTC0VU300483,GM270115,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Bering Blue,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74735,75534,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483b09ac180936a0a72ed898ffb84f.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0121/6afc6fdeecab59499021bbc7c3693d04x.jpg?impolicy=resize&w=1024
KMUMGDTC5VU300219,GM270116,new,false,in-stock,2027,Genesis,GV70,3.5T Prestige Graphite,Uyuni White,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,74835,75634,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e548388dac18003fe20877a2342d9da4.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0272/201fb4239c72aba38c33ce5e0e9bfd33x.jpg?impolicy=resize&w=1024
KMUMDDTB3VU298664,GM270119S,new,false,in-stock,2027,Genesis,GV70,2.5T Sport Prestige,Uyuni White,Sevilla Red/Obsidian Blk,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,64395,65194,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-448e218bac185c30e41528d4c11ef1d0.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/f72695fb9144aa6c5d40cbfa77e65168.jpg?impolicy=resize&w=1024
KMUMBDTB0VU299020,GM270127,new,false,in-transit,2027,Genesis,GV70,2.5T Select,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55335,56134,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee6f66ac1829bdac25aaf1a0142d37.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0566/149c37976d565e09972d148c5ea2ed12x.jpg?impolicy=resize&w=1024
KMUMBDTB2VU298998,GM270128,new,false,in-transit,2027,Genesis,GV70,2.5T Select,Vik Black,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55295,56094,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee77eaac1829bdac25aaf154f85dac.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3daf80c1f7931f8c2bacc42fc3a15ee0.jpg?impolicy=resize&w=1024
KMUMBDTB2VU299228,GM270129,new,false,in-transit,2027,Genesis,GV70,2.5T Select,Ceres Blue,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,55295,56094,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7b19ac1840bc3dde7e43e24562e5.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0950/2521b3118bd368b398c2b98cb082c4fdx.jpg?impolicy=resize&w=1024
KMUMBDTB4VU299005,GM270130,new,false,in-transit,2027,Genesis,GV70,2.5T Select,Alta White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,54685,55484,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7c82ac181da0dd1bebc3e517d273.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0676/b83f7da2638798b44a0a87daf19e7e3dx.jpg?impolicy=resize&w=1024
KMUMCDTB2VU299064,GM270131,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0926b8ac180706beba7998c87464c6.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ea424c0011c7db9c1091a573c747a937.jpg?impolicy=resize&w=1024
KMUMCDTB9VU300579,GM270132,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Alta White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,58595,59394,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0903d3ac180936a0a72ed812e67319.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/b4db2949b5dabe8e4be6e29eb2bed5bf.jpg?impolicy=resize&w=1024
KMUMFDTC6VU300488,GM270133,new,false,in-transit,2027,Genesis,GV70,3.5T Sport Prestige,Bering Blue,Ultramarine Blue,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73530,74329,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e5483f94ac184a64f5d1c0fe3517f39d.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/e93d3b4c8eda6de8ca4fc98ffb7d4a8a.jpg?impolicy=resize&w=1024
KMUMCDTB0VU302009,GM270138,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Ceres Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff09075cac1807716d188b7fdcaf2898.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ea424c0011c7db9c1091a573c747a937.jpg?impolicy=resize&w=1024
KMUMCDTB0VU302351,GM270139,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59920,60719,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7095ac181bbdf7ea8270da8e2c7b.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMCDTB1VU302066,GM270140,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091321ac18003fe20877a2a9be91e4.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0689/d93329cdf1b941256ef26a6486f14d43x.jpg?impolicy=resize&w=1024
KMUMCDTB2VU301864,GM270141,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Savile Silver,Havana Brown/Ocean Waves,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff091581ac182cb69c1268f84998d569.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/071202c095ea079e0951e73dc4ff92e2.jpg?impolicy=resize&w=1024
KMUMCDTB2VU302089,GM270142,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59905,60704,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee6c67ac181da0dd1bebc388cb1d6c.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3507aa64fa10350d73891efa2a23ef02.jpg?impolicy=resize&w=1024
KMUMCDTB4VU301784,GM270143,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Ceres Blue,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff092c6aac1846fa1e33251184d812df.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/ea424c0011c7db9c1091a573c747a937.jpg?impolicy=resize&w=1024
KMUMCDTB4VU302045,GM270144,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Makalu Gray,Frozen Gray/Urban Brown,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59835,60634,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee7474ac185c3035c89e23dc2b262e.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/d82aa1e85fa6d66b67d885e515828bf1.jpg?impolicy=resize&w=1024
KMUMCDTB5VU301552,GM270145,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff090646ac180706beba79988f96a2d9.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3507aa64fa10350d73891efa2a23ef02.jpg?impolicy=resize&w=1024
KMUMCDTB7VU302363,GM270146,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Uyuni White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59820,60619,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-1dee75f6ac180d2bc6526abd957db9fa.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/3507aa64fa10350d73891efa2a23ef02.jpg?impolicy=resize&w=1024
KMUMCDTB8VU302064,GM270147,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Alta White,Vanilla Beige/Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,58595,59394,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff0918f8ac1846fa1e332511fd80d5fc.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/b4db2949b5dabe8e4be6e29eb2bed5bf.jpg?impolicy=resize&w=1024
KMUMCDTB8VU302095,GM270148,new,false,in-transit,2027,Genesis,GV70,2.5T Advanced,Vik Black,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,2.5L DOHC,,59245,60044,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-ff092d8fac18341fab2e75cb27130bbf.htm,https://pictures.dealer.com/g/genesisofmanchestergen/0398/9deb48ea3b12ea49c05bbbbb85d0a310x.jpg?impolicy=resize&w=1024
KMUMFDTC5VU301647,GM270149,new,false,in-transit,2027,Genesis,GV70,3.5T Sport Prestige,Bering Blue,Obsidian Black,SUV/5 seats,AWD,8 speed automatic,3.5L DOHC,,73530,74329,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV70-e548374dac185184d8a067b1b00bf3d9.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/e93d3b4c8eda6de8ca4fc98ffb7d4a8a.jpg?impolicy=resize&w=1024
KMUHFESB9VU363603,363603,new,false,in-transit,2027,Genesis,GV80,2.5T,Vik Black,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,63395,64194,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-ff092b2bac18490df754131441e420f3.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/e69394f11acdf7bd0e1f7ae4975f30a0.jpg?impolicy=resize&w=1024
KMUHEESC4VU363634,363634,new,false,in-transit,2027,Genesis,GV80,3.5T Prestige,Savile Silver,Vanilla Beige/Smoky Green,,AWD,8-Speed Automatic with Overdrive,V6,,86410,87209,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-c13bcf70ac185a7cf19ec641686491ca.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/1c4e77de45670609b8c8564da9065588.jpg?impolicy=resize&w=1024
KMUHBESB2VU363969,363969,new,false,in-transit,2027,Genesis,GV80,2.5T Advanced,Ceres Blue,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,71095,71894,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-ff09228fac184a64f5d1c0fe915fcd1d.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/186d8a2b90dc36844363c5efdb2b712c.jpg?impolicy=resize&w=1024
KMUHBESB2VU364118,364118,new,false,in-transit,2027,Genesis,GV80,2.5T Advanced,Savile Silver,Obsidian Black,SUV/7 seats,AWD,8 speed automatic,I4,,71965,72764,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-d5d55dc9ac1820f392fe2f001bc4134f.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/9ac500b4b9a2c6065a3caf3da5105ba5.jpg?impolicy=resize&w=1024
KMUHDESC4VU364706,364706,new,false,in-transit,2027,Genesis,GV80,3.5T Advanced AWD,Bering Blue,Obsidian Black,,AWD,8-Speed Automatic with Overdrive,V6,,79280,80079,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-4721755aac18005db88bfdc4f52592e5.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/0867b856582b748ca3ff82b612e36b65.jpg?impolicy=resize&w=1024
KMUHGESB8VU365050,365050,new,false,in-transit,2027,Genesis,GV80,2.5T Select,Ceres Blue,Vanilla Beige/Smoky Green,SUV/7 seats,AWD,8 speed automatic,I4,,67945,68744,Details,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2027-Genesis-GV80-4721743aac18460621052e7c359048c4.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/53f7f5a2f52fc95b60d88ed6e9a01d65.jpg?impolicy=resize&w=1024
KMUHDESC5TU318816,GM260373,new,false,in-stock,2026,Genesis,GV80,3.5T Advanced,Makalu Gray,Vanilla Beige/Smoky Green,SUV/7 seats,AWD,8 speed automatic,3.5L DOHC,,78870,76490,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-b522cb64ac1837d0dfe2868d5eff1940.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7ba9aa8f3eeb920578b1c9a480165eb4.jpg?impolicy=resize&w=1024
KMUHDESC9TU323842,GM260413,new,false,in-stock,2026,Genesis,GV80,3.5T Advanced,Makalu Gray,Vanilla Beige/Smoky Green,SUV/7 seats,AWD,8 speed automatic,3.5L DOHC,,79055,76649,,2026-09-05T10:36:03.953Z,2026-09-05T12:04:02.213Z,1,new,https://www.genesisofmanchester.com/new/Genesis/2026-Genesis-GV80-35991c59ac182e546296723c1e66425e.htm,https://pictures.dealer.com/generic-genesis-OEM_VIN_STOCK_PHOTOS/7ba9aa8f3eeb920578b1c9a480165eb4.jpg?impolicy=resize&w=1024
